REG,PREF,SPREF,DIST,SPREF4,DIST6,LANG_D,LANGLIB,DIST_D,LAT_D,LONG_D,ALT_D,NLIG_S,NOMS_STRUCTURES,STAT_S,TYPE_S,LITS,MEDECINS,INFIRMIERS,SAGEFEM,ATS,AUTRES,LAT_S,LONG_S,ALT_S
4.0,45.0,12.0,9.0,4512.0,451209.0,3.0, ,12.0,11.36285,9.15147,358.0,1.0,POSTE DE SANTE KINIEBAKORO,1.0,2.0,3.0,,,,1.0,2.0,11.363,-9.14729,367.0
4.0,45.0,11.0,2.0,4511.0,451102.0,3.0, ,10.0,11.0255,9.35624,357.0,1.0,Poste de Santé de Banfelekoro,1.0,2.0,3.0,,,,2.0,4.0,11.02396,-9.35755,374.0
4.0,45.0,10.0,1.0,4510.0,451001.0,3.0, ,,11.14041,9.73529,379.0,1.0,Poste de santé,1.0,2.0,3.0,,,,1.0,3.0,11.14001,-9.73615,379.0
4.0,45.0,10.0,3.0,4510.0,451003.0,3.0, ,,10.95401,9.43437,352.0,1.0,Poste de Santé Gbenkorokoro,1.0,2.0,3.0,,,,1.0,4.0,10.95443,-9.43768,350.0
4.0,45.0,9.0,2.0,4509.0,450902.0,3.0, ,5.0,11.07084,9.32571,356.0,1.0,Poste de santé Damissakoro,1.0,2.0,4.0,,,,2.0,2.0,11.06832,-9.32231,331.0
4.0,45.0,9.0,3.0,4509.0,450903.0,3.0, ,6.0,11.0877,9.31535,351.0,1.0,Poste de santé Damissakoura,1.0,2.0,1.0,,,,1.0,3.0,11.08664,-9.30924,357.0
4.0,45.0,9.0,7.0,4509.0,450907.0,3.0, ,70.0,11.3722,9.39356,339.0,1.0,Poste de santé Waran,1.0,2.0,2.0,,,,2.0,4.0,11.37505,-9.39555,353.0
4.0,45.0,8.0,1.0,4508.0,450801.0,3.0, ,15.0,12.27871,9.01542,317.0,1.0,Poste de santé de Balandougou,1.0,2.0,2.0,,,,1.0,3.0,12.27625,-9.01521,319.0
4.0,45.0,8.0,2.0,4508.0,450802.0,3.0, ,12.0,12.34781,9.04113,337.0,1.0,Poste de santé de Tombalen,1.0,2.0,4.0,,,,2.0,4.0,12.4346,-9.02196,413.0
4.0,45.0,8.0,3.0,4508.0,450803.0,3.0, ,40.0,12.03898,9.13609,345.0,1.0,Poste de santé Dialawqssa 1,1.0,2.0,2.0,,,,1.0,3.0,12.03926,-9.13704,348.0
4.0,45.0,8.0,3.0,4508.0,450803.0,3.0, ,40.0,12.03898,9.13609,345.0,2.0,Poste de Santé Sininko,1.0,2.0,1.0,,,,1.0,2.0,11.94562,-9.1399,340.0
4.0,45.0,8.0,6.0,4508.0,450806.0,3.0, ,29.0,12.10401,9.17494,338.0,1.0,Poste de santé Fidako,1.0,2.0,2.0,,,,1.0,3.0,12.10267,-9.17233,333.0
4.0,45.0,8.0,7.0,4508.0,450807.0,3.0, ,80.0,11.88161,9.25028,331.0,1.0,Poste de santé Kédala,1.0,2.0,2.0,,,,2.0,3.0,11.88095,-9.24838,339.0
4.0,45.0,8.0,9.0,4508.0,450809.0,3.0, ,40.0,12.00741,9.20174,333.0,1.0,Poste de santé tondo,1.0,2.0,2.0,,,,1.0,2.0,11.97443,-9.15974,330.0
4.0,45.0,7.0,1.0,4507.0,450701.0,3.0, ,60.0,11.91488,9.73362,557.0,1.0,Poste de santé Boukaria,1.0,2.0,3.0,,,,2.0,4.0,11.91222,-9.73516,572.0
4.0,45.0,7.0,2.0,4507.0,450702.0,3.0, ,70.0,11.98216,9.82531,406.0,1.0,Poste de santé Dibia,1.0,2.0,2.0,,,,1.0,2.0,11.98061,-9.82785,399.0
4.0,45.0,7.0,4.0,4507.0,450704.0,3.0, ,15.0,12.06111,9.45852,351.0,1.0,Poste de santé Soumbaraya,1.0,2.0,2.0,,,,2.0,3.0,12.06245,-9.45729,339.0
4.0,45.0,6.0,11.0,4506.0,450611.0,3.0, ,25.0,11.81808,9.79579,550.0,1.0,POSTE DE SANTE DE SANTIGUIA,1.0,2.0,2.0,,,,1.0,2.0,11.82019,-9.79742,551.0
4.0,45.0,6.0,6.0,4506.0,450606.0,3.0, ,50.0,11.6427,9.9395,415.0,1.0,POSTE DE SANTE KOBEDRO,1.0,2.0,2.0,,,,1.0,2.0,11.64212,-9.9423,410.0
4.0,45.0,6.0,1.0,4506.0,450601.0,3.0, ,45.0,11.7066,9.88204,398.0,1.0,POSTE DE SANTE DANTINIA,1.0,2.0,3.0,,,,1.0,4.0,11.70502,-9.88369,400.0
4.0,45.0,6.0,3.0,4506.0,450603.0,3.0, ,30.0,11.63869,9.70647,360.0,1.0,POSTE DE SANTE FOULATA,1.0,2.0,3.0,,,,1.0,2.0,11.6365,-9.70209,364.0
4.0,45.0,6.0,9.0,4506.0,450609.0,3.0, ,60.0,11.63362,9.63061,352.0,1.0,Poste de Santé Mignada,1.0,2.0,3.0,,,,2.0,3.0,11.63385,-9.63046,351.0
4.0,45.0,6.0,13.0,4506.0,450613.0,3.0, ,70.0,11.57708,9.66412,387.0,1.0,Poste de santé Séela,1.0,2.0,2.0,,,,1.0,2.0,11.57811,-9.662,370.0
4.0,45.0,5.0,22.0,4505.0,450522.0,3.0, ,3.0,11.61615,9.3728,379.0,1.0,POSTE DE SANTE SETIGUIYA,1.0,2.0,3.0,,,,2.0,4.0,11.61942,-9.37033,381.0
4.0,45.0,5.0,21.0,4505.0,450521.0,3.0, ,28.0,11.48381,9.45502,396.0,1.0,POSTE DE SAANTE SAMANI,1.0,2.0,3.0,,,,1.0,2.0,11.48418,-9.45675,404.0
4.0,45.0,5.0,8.0,4505.0,450508.0,3.0, ,25.0,11.58162,9.24704,387.0,1.0,POSTE DE SANTE DOUBAYA,1.0,2.0,3.0,,,,2.0,3.0,11.57931,-9.24689,386.0
4.0,45.0,5.0,9.0,4505.0,450509.0,3.0, ,6.0,11.56855,9.34013,402.0,1.0,POSTE DE SANTE FATOYA,1.0,2.0,4.0,,,,3.0,4.0,11.56716,-9.33667,420.0
4.0,45.0,5.0,7.0,4505.0,450507.0,3.0, ,30.0,11.55057,9.60415,363.0,1.0,POSTE DE SANTE DE DIDI,1.0,2.0,3.0,,,,2.0,3.0,11.55221,-9.60456,352.0
4.0,45.0,5.0,3.0,4505.0,450503.0,3.0, ,3.0,11.55274,9.36508,398.0,1.0,POSTE DE SANTE BOUKARIYA,1.0,2.0,3.0,,,,3.0,4.0,11.55209,-9.36301,402.0
4.0,45.0,5.0,2.0,4505.0,450502.0,3.0, ,5.0,11.56958,9.32028,393.0,1.0,POSTE DE SANTE BALATO,1.0,2.0,4.0,,,,2.0,3.0,11.56823,-9.32436,407.0
4.0,45.0,5.0,6.0,4505.0,450506.0,3.0, ,17.0,11.64755,9.27139,375.0,1.0,POSTE DE SANTE DIARAYA,1.0,2.0,3.0,,,,2.0,3.0,11.64837,-9.27125,380.0
4.0,45.0,5.0,23.0,4505.0,450523.0,3.0, ,13.0,11.50424,9.27603,396.0,1.0,POSTE DE SANTE TISSABA,1.0,2.0,3.0,,,,2.0,2.0,11.50527,-9.27715,400.0
4.0,45.0,5.0,11.0,4505.0,450511.0,3.0, ,60.0,11.45477,9.87155,352.0,1.0,POSTE DESANTE FIFA,1.0,2.0,3.0,,,,1.0,2.0,11.45251,-9.86997,345.0
4.0,45.0,4.0,5.0,4504.0,450405.0,3.0, ,8.0,11.20577,9.11968,355.0,1.0,POSTE DE SANTE FRENKAMAYA,1.0,2.0,3.0,,,,1.0,2.0,11.20548,-9.11794,343.0
4.0,45.0,4.0,10.0,4504.0,450410.0,3.0, ,9.0,11.17727,9.12916,349.0,1.0,POSTE DE SANTE DJEYA,1.0,2.0,,,,,,,11.17856,-9.12947,354.0
4.0,45.0,4.0,2.0,4504.0,450402.0,3.0, ,25.0,11.09373,9.20714,351.0,1.0,POSTE DE SANTE BALLADOUGOU,1.0,2.0,3.0,,,,1.0,2.0,11.09347,-9.20676,353.0
4.0,45.0,4.0,3.0,4504.0,450403.0,3.0, ,4.0,11.26062,9.13151,349.0,1.0,POSTE DE SANTE DIOMABANA,1.0,2.0,3.0,,,,1.0,2.0,11.26177,-9.1313,349.0
4.0,45.0,4.0,8.0,4504.0,450408.0,3.0, ,20.0,11.13325,9.16607,336.0,1.0,POSTE DE SANTE KONOMAKOURA,1.0,2.0,3.0,,,,1.0,3.0,11.13522,-9.16413,350.0
4.0,45.0,4.0,9.0,4504.0,450409.0,3.0, ,3.0,11.3248,9.15431,345.0,1.0,POSTE DE SANTE TOGUIOULEN,1.0,2.0,2.0,,,,1.0,2.0,11.32498,-9.15419,341.0
4.0,45.0,4.0,4.0,4504.0,450404.0,3.0, ,9.0,11.2894,9.11723,352.0,1.0,POSTE DE SANTE TOGUIFING,1.0,2.0,2.0,,,,1.0,1.0,11.29142,-9.11583,354.0
4.0,45.0,4.0,1.0,4504.0,450401.0,3.0, ,35.0,11.34353,9.34409,357.0,1.0,POSTE DE SANTE BAFING KOLA,1.0,2.0,2.0,,,,1.0,1.0,11.34225,-9.3534,356.0
4.0,45.0,3.0,1.0,4503.0,450301.0,3.0, ,15.0,11.88075,9.58389,355.0,1.0,Poste de Santé Bendougou,1.0,2.0,3.0,,,,1.0,2.0,11.88095,-9.58064,352.0
4.0,45.0,3.0,3.0,4503.0,450303.0,3.0, ,15.0,11.68633,9.50616,330.0,1.0,Poste de Santé de Djambaya,1.0,2.0,2.0,,,,1.0,3.0,11.68336,-9.50623,334.0
4.0,45.0,3.0,5.0,4503.0,450305.0,3.0, ,23.0,11.80677,9.58002,353.0,1.0,Poste de santé Kamaya,1.0,2.0,2.0,,,,1.0,2.0,11.80631,-9.58167,325.0
4.0,45.0,3.0,7.0,4503.0,450307.0,3.0, ,27.0,11.79638,9.61069,369.0,1.0,Poste de santé Koma,1.0,2.0,3.0,,,,1.0,3.0,11.79413,-9.60942,366.0
4.0,45.0,3.0,9.0,4503.0,450309.0,3.0, ,12.0,11.69513,9.28998,381.0,1.0,Poste de santé,1.0,2.0,2.0,,,,1.0,3.0,11.70044,-9.28811,360.0
4.0,45.0,3.0,2.0,4503.0,450302.0,3.0, ,17.0,11.7193,9.3267,365.0,1.0,pOSTE DE SANTE BOUGOUROU,1.0,2.0,3.0,,,,1.0,2.0,11.72132,-9.32606,364.0
4.0,45.0,2.0,15.0,4502.0,450215.0,3.0, ,8.0,11.8342,8.94978,366.0,1.0,POSTE DE SANTE TOMBOKO,1.0,2.0,4.0,,,,1.0,3.0,11.83697,-8.94977,355.0
4.0,45.0,2.0,7.0,4502.0,450207.0,3.0, ,12.0,11.83237,8.80221,396.0,1.0,POSTE DE SANTE KOLENDA,1.0,2.0,3.0,,,,2.0,2.0,11.83222,-8.80226,393.0
4.0,45.0,2.0,10.0,4502.0,450210.0,3.0, ,16.0,11.77681,9.12198,422.0,1.0,POSTE DE SANTE MANSADA,1.0,2.0,3.0,,,,2.0,2.0,11.77504,-9.12147,421.0
4.0,45.0,2.0,10.0,4502.0,450210.0,3.0, ,16.0,11.77681,9.12198,422.0,2.0,POSTE DE SANTE SEREDENDEN,1.0,2.0,2.0,,,,1.0,1.0,11.81636,-9.08206,386.0
4.0,45.0,2.0,1.0,4502.0,450201.0,3.0, ,22.0,11.6663,8.96618,397.0,1.0,POSTE DE SANTE ALAHINE,1.0,2.0,3.0,,,,1.0,2.0,11.66609,-8.96471,402.0
4.0,45.0,2.0,3.0,4502.0,450203.0,3.0, ,27.0,11.70937,9.19088,384.0,1.0,POSTE DE SANTE DALAMBAN,1.0,2.0,4.0,,,,1.0,3.0,11.7087,-9.19171,380.0
4.0,45.0,2.0,14.0,4502.0,450214.0,3.0, ,20.0,11.68183,9.07416,389.0,1.0,POSTE DE SANTE SOUMBARAKOBA,1.0,2.0,30.0,,,,1.0,1.0,11.68305,-9.07551,383.0
4.0,45.0,2.0,16.0,4502.0,450216.0,3.0, ,25.0,11.81791,9.12727,374.0,1.0,POSTE DE SANTE OUDOULA,1.0,2.0,3.0,,,,1.0,2.0,11.81944,-9.12699,376.0
4.0,45.0,2.0,16.0,4502.0,450216.0,3.0, ,25.0,11.81791,9.12727,374.0,2.0,POSTE DE SANTE KOURAKO TAMBA,1.0,2.0,2.0,,,,1.0,1.0,11.87593,-9.13851,365.0
4.0,45.0,2.0,9.0,4502.0,450209.0,3.0, ,30.0,11.95335,8.78291,339.0,1.0,POSTE DE SANTE KOUREMALE,1.0,2.0,2.0,,,,2.0,1.0,11.95364,-8.78264,339.0
4.0,45.0,2.0,5.0,4502.0,450205.0,3.0, ,201.0,11.74712,9.12169,413.0,1.0,POSTE DE SANTE SOUMBALAKOLEN,1.0,2.0,3.0,,,,1.0,1.0,11.71108,-9.05853,403.0
4.0,45.0,2.0,6.0,4502.0,450206.0,3.0, ,18.0,11.84249,9.00492,377.0,1.0,POSTE DE SANTE KODIARANI 2,1.0,2.0,4.0,,1.0,,1.0,1.0,11.84656,-9.0095,387.0
4.0,45.0,2.0,6.0,4502.0,450206.0,3.0, ,18.0,11.84249,9.00492,377.0,2.0,POSTE DE SANTE KOURAKO,1.0,2.0,2.0,,,,1.0,2.0,11.90069,-9.03166,392.0
4.0,45.0,2.0,8.0,4502.0,450208.0,3.0, ,32.0,11.75622,9.14552,394.0,1.0,POSTE DE SANTE KOLITA,1.0,2.0,4.0,,,,2.0,3.0,11.75437,-9.14518,389.0
4.0,45.0,2.0,8.0,4502.0,450208.0,3.0, ,32.0,11.75622,9.14552,394.0,2.0,POSTE DE SANTE GOREMA,1.0,2.0,2.0,,,,1.0,2.0,11.75479,-9.17432,372.0
4.0,45.0,2.0,13.0,4502.0,450213.0,3.0, ,15.0,11.694,9.14642,400.0,1.0,POSTE DE SANTE SOULOUKOUNI,1.0,2.0,3.0,,,,1.0,3.0,11.6942,-9.14662,402.0
4.0,45.0,2.0,12.0,4502.0,450212.0,3.0, ,8.0,11.80894,9.21287,366.0,1.0,POSTE DE SANTE TOMBONI,1.0,2.0,2.0,,,,2.0,1.0,11.80936,-9.21267,358.0
4.0,45.0,1.0,7.0,4501.0,450107.0,3.0, ,5.0,11.60352,8.77659,343.0,1.0,POSTE DE SANTE DE NAFADJI,1.0,2.0,40.0,,,,2.0,3.0,11.60291,-8.77607,343.0
4.0,45.0,1.0,3.0,4501.0,450103.0,3.0, ,,11.5594,8.80443,338.0,1.0,POSTE DE SANTE KINIEBA,1.0,2.0,3.0,,,,1.0,2.0,11.55055,-8.78081,327.0
4.0,45.0,1.0,5.0,4501.0,450105.0,3.0, ,29.0,11.44664,8.97469,364.0,1.0,POSTE DE SANTE KOUMANDIANBOUGOU,1.0,2.0,4.0,,,,10.0,2.0,11.44968,-8.97601,351.0
4.0,45.0,1.0,1.0,4501.0,450101.0,3.0, ,,11.55805,8.80683,347.0,1.0,CENTRE DE SANTE BANKON,1.0,2.0,4.0,,,,2.0,4.0,11.55677,-8.80743,348.0
3.0,31.0,8.0,1.0,3108.0,310801.0,3.0, ,11.0,10.62738,10.78534,430.0,1.0,POSTE DE SANTE DE DANDAKARA CENTRE,1.0,2.0,,,,,1.0,,10.6297,-10.78701,440.0
3.0,31.0,6.0,2.0,3106.0,310602.0,3.0, ,15.0,10.99946,11.16725,837.0,1.0,POSTE DE SANTE DE BOUKA DOUNKIDO CENTRE,1.0,2.0,,,,,1.0,6.0,10.86042,-11.22965,435.0
3.0,31.0,5.0,3.0,3105.0,310503.0,3.0, ,37.0,10.47851,11.489,818.0,1.0,POSTE DE SANTE DE KINDOYE,1.0,2.0,,,,,1.0,1.0,10.50207,-11.52312,808.0
3.0,31.0,5.0,6.0,3105.0,310506.0,2.0, ,45.0,10.89822,11.58382,564.0,1.0,POSTE DE SANTE DE SARIFOULA BAFING,1.0,2.0,2.0,,,,1.0,,10.89822,-11.58322,568.0
3.0,31.0,5.0,5.0,3105.0,310505.0,2.0, ,10.0,10.63483,11.45885,714.0,1.0,POSTE DE SANTE KOLOKANKAN FODEYA CNTRE,1.0,2.0,6.0,,1.0,,,2.0,10.63643,-11.45724,703.0
3.0,31.0,5.0,1.0,3105.0,310501.0,3.0, ,14.0,10.81108,11.43963,673.0,1.0,POSTE DE SANTE DABOLA BERETE,1.0,2.0,2.0,,,,,,10.8106,-11.44011,671.0
3.0,31.0,4.0,5.0,3104.0,310405.0,3.0, ,13.0,10.75354,11.02135,420.0,1.0,POSTE DE SANTE DE KALELA,1.0,2.0,1.0,,,,1.0,,10.77832,-11.02962,422.0
3.0,31.0,4.0,1.0,3104.0,310401.0,3.0, ,,10.72554,11.10282,437.0,2.0,POSTE DE SANTE DU VILLAGE POREDIANNYA,1.0,2.0,,,,,,,10.70657,-11.06716,434.0
3.0,31.0,2.0,8.0,3102.0,310208.0,3.0, ,15.0,10.72623,10.58338,426.0,1.0,POSTE DE SANTE KEBEYA,1.0,2.0,2.0,,1.0,1.0,,2.0,10.72344,-10.58693,420.0
3.0,31.0,2.0,2.0,3102.0,310202.0,3.0, ,35.0,10.74822,10.4937,407.0,1.0,poste de sante de banankelen,1.0,2.0,,,,,,,10.74735,-10.49749,411.0
3.0,31.0,1.0,3.0,3101.0,310103.0,3.0, ,7.0,10.7541,11.32941,724.0,1.0,POSTE DE SANTE DE FELLA HAMDALLAYE CNTRE,1.0,2.0,,,,,1.0,,10.74675,-11.32988,739.0
3.0,31.0,1.0,3.0,3101.0,310103.0,3.0, ,7.0,10.7541,11.32941,724.0,2.0,POSTE DE SANTE DE GNALEN,1.0,2.0,,,1.0,,,1.0,10.70316,-11.30403,590.0
3.0,31.0,1.0,2.0,3101.0,310102.0,3.0, ,26.0,10.8864,11.34704,794.0,1.0,POSTE DE SANTE FADAMA,1.0,2.0,,,1.0,1.0,,1.0,10.88766,-11.34766,795.0
3.0,32.0,7.0,5.0,3207.0,320705.0,3.0, ,9.0,11.38708,10.94908,582.0,1.0,Poste de santé,1.0,2.0,,,1.0,,,2.0,11.38514,-10.95058,569.0
3.0,32.0,6.0,2.0,3206.0,320602.0,2.0, ,15.0,11.18337,11.06686,462.0,1.0,Poste de Santé Djankourou Centre,1.0,2.0,,,1.0,,,2.0,11.18324,-11.07096,458.0
3.0,32.0,6.0,8.0,3206.0,320608.0,3.0, ,28.0,11.11666,11.05743,431.0,1.0,Poste de Santé de Fodécariyah Centre,1.0,2.0,,,,,1.0,9.0,11.12033,-11.05637,428.0
3.0,32.0,6.0,11.0,3206.0,320611.0,2.0, ,10.0,11.21747,11.09715,438.0,1.0,Poste de Santé Kansato Missidé Centre,1.0,2.0,,,1.0,,,3.0,11.21841,-11.09702,440.0
3.0,32.0,6.0,15.0,3206.0,320615.0,2.0, ,10.0,11.32349,11.13079,517.0,1.0,Poste de Santé de Mansarena,1.0,2.0,,,,,,,11.32452,-11.12398,509.0
3.0,32.0,5.0,7.0,3205.0,320507.0,3.0, ,45.0,11.76461,11.00447,514.0,1.0,P.S du District Missira Djallonké,1.0,2.0,,,,,,,11.76424,-11.00237,510.0
3.0,32.0,4.0,15.0,3204.0,320415.0,3.0, ,15.0,11.25106,10.60653,390.0,1.0,POSTE DE SANTE TINKISSO,1.0,2.0,2.0,,,1.0,1.0,1.0,11.25098,-10.60841,389.0
3.0,32.0,4.0,5.0,3204.0,320405.0,2.0, ,30.0,11.47167,10.73771,747.0,1.0,POSTE DE SANTE DE HAFIA MADINA,1.0,2.0,,,1.0,,,1.0,11.48654,-10.68845,448.0
3.0,32.0,3.0,1.0,3203.0,320301.0,2.0, ,153.0,11.7971,10.6684,395.0,1.0,Poste de santé Dhaibatou,1.0,2.0,,,,,,,11.80049,-11.66778,396.0
3.0,32.0,3.0,8.0,3203.0,320308.0,2.0, ,12.0,11.62036,10.63947,487.0,1.0,Poste de santé de Mamoudouya II,1.0,2.0,,,,,1.0,3.0,11.61976,-10.64174,479.0
3.0,32.0,3.0,10.0,3203.0,320310.0,2.0, ,33.0,11.74719,10.51049,505.0,1.0,poste de santé de Ranhaya,1.0,2.0,,,,,1.0,2.0,11.74683,-10.50803,498.0
3.0,32.0,2.0,4.0,3202.0,320204.0,2.0, ,14.0,11.05601,11.09033,425.0,1.0,Poste de Santé de Fello Lamou Centre,1.0,2.0,,,,,1.0,2.0,11.05685,-11.09194,429.0
3.0,32.0,2.0,5.0,3202.0,320205.0,3.0, ,7.0,11.01528,10.98709,420.0,1.0,Poste de Santé de Fouako,1.0,2.0,,,,,1.0,1.0,11.01639,-10.99049,417.0
3.0,32.0,2.0,6.0,3202.0,320206.0,3.0, ,5.0,11.00216,11.01781,417.0,1.0,Poste de Santé de Sandanfara Centre,1.0,2.0,,,,,,,11.00191,-11.02071,411.0
3.0,32.0,1.0,1.0,3201.0,320101.0,2.0, ,,11.60788,10.29588,387.0,1.0,poste de santé Banona centre,1.0,2.0,,,,,,,11.6087,-10.29866,396.0
3.0,32.0,1.0,2.0,3201.0,320102.0,2.0, ,25.0,11.79962,10.29519,428.0,1.0,POSTE DE SANTE DE BOUBENE,1.0,2.0,2.0,,,,1.0,2.0,11.80192,-10.29286,420.0
3.0,32.0,1.0,3.0,3201.0,320103.0,3.0, ,95.0,12.11442,10.46136,266.0,1.0,POSTE DE SANTE DE BOUKARIA,1.0,2.0,,,,,,,12.11533,-10.46334,261.0
3.0,32.0,1.0,9.0,3201.0,320109.0,2.0, ,18.0,11.62909,10.4458,434.0,1.0,POSTE DE SANTE DE GOMBO-DIGUETA,1.0,2.0,2.0,1.0,,1.0,,,11.71426,-10.41723,414.0
3.0,32.0,1.0,10.0,3201.0,320110.0,3.0, ,15.0,11.4956,10.25606,398.0,1.0,POSTE DE SANTE DE MATAGA-NIA CENTRE,1.0,2.0,,,,,1.0,2.0,11.49112,-10.25463,410.0
3.0,32.0,8.0,1.0,3208.0,320801.0,2.0, ,25.0,11.26849,10.88637,441.0,1.0,POSTE DE SANTE DUY DISTRICT BOSSERE,1.0,2.0,,,,,,,11.26653,-10.88744,451.0
3.0,32.0,8.0,3.0,3208.0,320803.0,2.0, ,20.0,11.21291,10.88061,444.0,1.0,POSTE DE SANTE KOBALA  CENTRE,1.0,2.0,1.0,,,,1.0,1.0,11.21105,-10.87822,447.0
3.0,33.0,11.0,8.0,3311.0,331108.0,3.0, ,3.0,9.94752,10.69366,454.0,1.0,POSTE DE SANTE DE TINDO LITE,1.0,2.0,4.0,1.0,1.0,,,,9.94748,-10.6935,458.0
3.0,33.0,10.0,7.0,3310.0,331007.0,9.0, ,20.0,9.60064,10.80362,478.0,1.0,POSTE DE SANTE DE MANGO CERDOU CENTRE,1.0,2.0,,,,,,,9.60203,-10.80804,478.0
3.0,33.0,9.0,4.0,3309.0,330904.0,9.0, ,15.0,10.05719,10.99608,433.0,1.0,POSTE DE SANTE DE LAYA SOLIMA CENTRE,1.0,2.0,,,,,1.0,4.0,10.05634,-10.99717,442.0
3.0,33.0,8.0,1.0,3308.0,330801.0,3.0, ,35.0,10.30803,10.81273,439.0,1.0,POSTE DE SANTE BELEYA,1.0,2.0,,,,,1.0,2.0,10.30645,-10.8117,441.0
3.0,33.0,8.0,11.0,3308.0,330811.0,3.0, ,40.0,10.41243,10.78402,427.0,1.0,POSTE DE SANTE TOUMANIA,1.0,2.0,,,,,1.0,,10.41018,-10.78563,421.0
3.0,33.0,8.0,3.0,3308.0,330803.0,3.0, ,15.0,10.42058,11.05238,475.0,1.0,POSTE DE SANTE DE MORIGBEYA,1.0,2.0,,,,,1.0,2.0,10.49507,-11.02671,527.0
3.0,33.0,8.0,8.0,3308.0,330808.0,9.0, ,6.0,10.33175,11.13873,518.0,1.0,POSTE DE SANTE DE NIENOUNYA,1.0,2.0,,,,,1.0,5.0,10.32925,-11.13693,517.0
3.0,33.0,7.0,12.0,3307.0,330712.0,2.0, ,25.0,10.26749,11.22044,656.0,1.0,POSTE DE SANTE DE SABERE KOLIA,1.0,2.0,,,,,,,10.26734,-11.2195,648.0
3.0,33.0,7.0,6.0,3307.0,330706.0,9.0, ,26.0,10.17595,11.23083,495.0,1.0,POSTE DE SANTE KALIA 2,1.0,2.0,,,,2.0,1.0,2.0,10.17619,-11.22962,497.0
3.0,33.0,7.0,14.0,3307.0,330714.0,3.0, ,15.0,10.17042,11.29101,449.0,1.0,POSTE DE SANTE DE SOLOYAH,1.0,2.0,1.0,,,,1.0,,10.17015,-11.29299,460.0
3.0,33.0,6.0,2.0,3306.0,330602.0,4.0, ,25.0,9.12623,10.66424,566.0,1.0,POSTE DE SANTE DE FOROKONIA CENTRE,1.0,2.0,2.0,,,,1.0,1.0,9.12751,-10.6635,566.0
3.0,33.0,5.0,8.0,3305.0,330508.0,9.0, ,32.0,10.01723,10.96721,468.0,1.0,POSTE DE SANTE DE YATIA CENTRE,1.0,2.0,,,,,3.0,2.0,10.01986,-10.96551,449.0
3.0,33.0,5.0,2.0,3305.0,330502.0,9.0, ,15.0,9.94075,10.94929,448.0,1.0,POSTE DE SANTE DE DANTILIA CENTRE,1.0,2.0,,,,,1.0,6.0,9.93997,-10.95083,438.0
3.0,33.0,4.0,1.0,3304.0,330401.0,3.0, ,17.0,9.94724,10.45037,460.0,1.0,POSTE DE SANTE ARFELA,1.0,2.0,3.0,,,,1.0,,9.94992,-10.44936,452.0
3.0,33.0,4.0,5.0,3304.0,330405.0,3.0, ,13.0,10.04234,10.53772,475.0,1.0,PS DE MARADOU CENTRE,1.0,2.0,,,,,1.0,2.0,10.04017,-10.5361,484.0
3.0,33.0,4.0,3.0,3304.0,330403.0,3.0, ,12.0,9.88877,10.63603,460.0,1.0,PS DE KAMARA CENTRE,1.0,2.0,,,,,1.0,1.0,9.89043,-10.64222,453.0
3.0,33.0,4.0,2.0,3304.0,330402.0,3.0, ,18.0,10.05895,10.58412,500.0,1.0,POSTE DE SANTE BANTOUN,1.0,2.0,3.0,,,,1.0,,10.05891,-10.58609,498.0
3.0,33.0,3.0,21.0,3303.0,330321.0,3.0, ,10.0,10.01675,10.83122,486.0,1.0,POSTE DE SANTE SOULEYMANIA,1.0,2.0,,,,2.0,1.0,1.0,10.01777,-10.8332,477.0
3.0,33.0,2.0,5.0,3302.0,330205.0,3.0, ,15.0,10.23242,10.50102,436.0,1.0,POSTE DE NIAKO CENTRE,1.0,2.0,,,,2.0,1.0,2.0,10.23419,-10.50053,432.0
3.0,33.0,2.0,6.0,3302.0,330206.0,3.0, ,13.0,10.12684,10.42714,464.0,1.0,POSTE DE SEREKORO CENTR,1.0,2.0,,,,,1.0,5.0,10.1243,-10.42771,470.0
3.0,33.0,2.0,4.0,3302.0,330204.0,3.0, ,23.0,10.16706,10.37314,445.0,1.0,POSTE DE SANTE KOUMANDI KOURA,1.0,2.0,2.0,,,,1.0,,10.20437,-10.31232,448.0
3.0,33.0,1.0,15.0,3301.0,330115.0,3.0, ,10.0,9.52442,10.5129,520.0,1.0,Poste de santé Nianfourando,1.0,2.0,2.0,,1.0,,,2.0,9.52772,-10.50627,517.0
3.0,33.0,1.0,2.0,3301.0,330102.0,3.0, ,35.0,9.2933,10.45128,572.0,1.0,Poste de santé Bambaya,1.0,2.0,1.0,,,,1.0,,9.29494,-10.45219,573.0
3.0,33.0,1.0,1.0,3301.0,330101.0,9.0, ,43.0,9.28869,10.41864,588.0,1.0,PS Ballaya centre,1.0,2.0,,,,,1.0,7.0,9.28634,-10.41667,587.0
3.0,33.0,12.0,5.0,3312.0,331205.0,3.0, ,8.0,9.79819,10.62341,455.0,1.0,POSTE DE SANTE LAYAH SANDO,1.0,2.0,,,,,1.0,1.0,9.79595,-10.62238,457.0
3.0,34.0,12.0,3.0,3412.0,341203.0,4.0, ,25.0,9.01484,10.19458,577.0,1.0,Poste de santé Faindou,1.0,2.0,,,,,1.0,,9.01522,-10.19391,580.0
